,text,sentiment
1813,"Dinas Kesehatan Provinsi Jambi memastikan tidak ada sub varian omicron BA.4 dan BA.5 covid-19 di wilayahnya.
#dinkesjambi #OmicronVariants #omicronBA #infoomicron #COVID19 #sumaid
https://t.co/Qnn0gNYqL2",5
1814,"Kasus penularan COVID-19 di Jawa Barat naik seiring kemunculan subvarian omicron BA.4 dan BA.5.

Gubernur Jawa Barat @ridwankamil mengatakan masyarakat tidak perlu terlalu panik merespons kenaikan kasus. https://t.co/9FZnzUb18D",-3
1815,"@shefabcdefgh amsyong emg omicron wey , tetep harus kiyowo",-1
1816,"Jambi klaim bebas dari varian omicron COVID-19

https://t.co/XGVmwVRbGh",-3
1817,"Kasus penularan Covid-19 di Jawa Barat naik seiring kemunculan subvarian omicron BA.4 dan BA.5. #COVID19 #OmicronVariants #opsimediatv 

https://t.co/ZuXQ8CcrfQ",-1
1818,"https://t.co/fEiZM12Lmm, BANDUNG - Kasus penularan Covid-19 di Jawa Barat naik seiring kemunculan subvarian omicron BA.4 dan BA.5. Gubernur Jawa Barat Ridwan Kamil https://t.co/9rMdBLmRC3",2
1819,"Kasus penularan COVID-19 di Jawa Barat, naik seiring kemunculan subvarian omicron BA.4 dan BA.5. #publisherstory https://t.co/DL244R1Eav",-1
1820,"@ohwidiya Temen juga lg banyak yg ngedrop. Harus doping vitamin, jaga pola makan &amp; cukup istirahat lg sih, soalnya males aja kalo tiba² didiagnosis omicron yg lg meningkat.",1
1821,"Kr! Dikantor gw udh mulai di info di grup antisipasi covid omicron yang baru
Huft",1
1822,@mbahndi Desember-januari waktu omicron sih baca berita. WHO bilang omicron varian terakhir yang patut diwaspadai tapi ga lebih ganas dari delta. Setelah itu mutasi dari omicron lemah karena banyak yang tervaksinasi juga. Kalo soal kenaikan angka sih paling biar pada mau booster 🤣,19
1823,@taufiqutomo @wholequest Iya gelombang keempat ini. Ketiga kan jan-feb waktu omicron,0
1824,@aajtak Ye heart attack dar ki bajah se the ya seriously heart problems ho gayi kyuki omicron ke baad kitane log cheat pain n armpain ki shikayat kar rahe hai kya bajah hai kisi ko pata hai kya?,6
1825,@piotrj Ini lah kebenaran.. emang yg terjadii sprti inii. Dr PSBB full 1 thn 2020. Pindah thn lagi ke 2021 dgn PPKM nyaa.. skrg masuk ke thn 2022.. ada omicron aja Polusi udara extreme di bln 2-3. Udara terbaik di thn 2020 adanya di bln desember. Di thn 2021 ada nya di bulan november,-6
1826,@YOONGISAMCHON @piyopikavet Lagi naik lagi kan dengan varian sub omicron rasa delta dikit,-3
1827,"@FFOODFESS Perasaan Mixue tuh manis banget, ini orang baru kena varian omicron apa gimana?",7
1828,"Salam Sehat #sobatkriskes 

Masuknya varian BA.4 dan BA.5 telah terdeteksi masuk ke Indonesia sejak awal Juni 2022.
Yuk, Simak 3 langkah pemerintah dalam mencegah penyebaran varian BA.4 dan BA.5 pada postingan berikut ini.
#pusatkrisiskesehatan #covid_19 #omicron https://t.co/OJLcN6srxW",11
1829,@exlsxax omicron BA 4 itu wkwkwk,3
1830,Kualitas udara jkt lg jelek bgt plus katanya omicron naik bulan juli. Tp disuruh ke kantor mulai bulan depan. Cuma bisa 🙏🏻,-5
1831,Gubernur Jawa Barat Ridwan Kamil mengatakan masyarakat tidak perlu khawatir soal hadirnya omicron varian BA 4 dan 5. https://t.co/8VaG017z5Z,5
1832,@FFOODFESS Covid omicron.. coba test pcr nder,2
1833,"Hai...#SobatPerkebunan, ingat pandemi masih belum usai, perketat prokes dan displin nomer satu.

Namun, #SobatPerkebunan tau tidak mitos dan fakta tentang Covid 19? 

Yuk kita simak bersama-sama...

#BUMNUntukIndonesia
#AKHLAKBUMN
#10bisa
#sepuluhbisa
#covid
#omicron
#health https://t.co/Akdibgkjla",1
1834,"@rafiandra21 Udah beneran covid, kenanya delta/og lagi bukan omicron... Akhirnya nemu lagi yg ilang perasanya",4
1835,"@StopPlandemit baru kecurigaanku mak, soalnya taneman stroberi di rumah jg yg daunnya sebagian kena hujan mengkerut/menguning, yg ga kena baik² aja. awalnya dikira sakit tapi taneman lain yg di luar rumah juga pada mati. ini parah²nya pas omicron kemarin sih kalau di areaku. skrg ga terlalu",-7
1836,@RushiferID Gelombang omicron-,0
1837,"Masyarakat tak perlu khawatir, tetap waspadai omicron

Dirgahayu HUT 61 Jokowi https://t.co/0OSVP4F67V",2
1838,"Berikut laporan Koresponden Victor Pangaribuan terkait waspada penyebaran subvarian omicron baru  dari kawasan Wisma Atlet, Kemayoran, Jakarta Utara.

#CNNIDNewsHour
https://t.co/ns6OyEQSsE https://t.co/y8hyhBTzHh",-2
1839,"@Meylindarichez Masyarakat tetap wasapada terhadap varian baru omicron

Dirgahayu HUT61 Jokowi",1
1840,"Masyarakat jangan takut namun tetap wasapada terhadap varian baru omicron

Dirgahayu HUT61 Jokowi https://t.co/QmjpreNYg8",2
1841,"@Meylindarichez Masyarakat jangan takut namun tetap wasapada terhadap varian baru omicron

Dirgahayu HUT61 Jokowi",2
1842,G kelar kelar u omicron https://t.co/C0WlSZuuh6,6
1843,"Dalam beberapa hari ini, kasus covid-19 nasional naik lagi, dan per harinya tembus dari seribu kasus. 

Bahkan Menkes Budi Gunadi ngewanti-wanti, kenaikan kasus dari subvarian omicron ini diprediksi bisa sampe 20 ribu kasus per hari. https://t.co/i0eDLnWldT",10
1844,"@zoelkarnainz Mamakku..
“Itu tensi omicron, bagus kah?”

tebak apa, dok~",7
1845,"Jadi ingat waktu kena omicron. Makin stress, gejalanya makin parah. Sistem imun juga perlu dimotivasi saat bekerja.
Cc: Mbak  @foolsbanquet https://t.co/Mb9cWXdypm",-10
1846,Setelah 6 bulan akhirnya kecolongan juga. Padahal jaman omicron berkembang di kantor bisa lolos2 wlpn hampir separuh anggota tim isoman. Kerjaan 2x lipan dan pengiriman emang sedang banyak2nya. Habis mudik pun lewat walau badan udah g karuan. Istirahat kurang2.,-26
1847,kekny kerasukan omicron gue https://t.co/cGmnxsTIIY,-5
1848,"@JesicaStand Hospitalisasi subvarian omicron BA.4 dan BA.5 tergolong rendah presiden imbau tetap waspada
Dirgahayu HUT61 Jokowi",-5
1849,"@collegemenfess udah ada pengumuman sih full luring/offline, cuma dengan ada varian omicron baru gatau bakal full offline atau mix jadi hybrid.",-3
1850,"masyarakat tidak perlu panik, tetap waspadai omicron BA 4 dan BA 5
Dirgahayu HUT61 Jokowi https://t.co/GIM4jiw8dm",-3
1851,"masyarakat tidak perlu panik, tetap waspadai omicron BA 4 dan BA 5
Dirgahayu HUT61 Jokowi https://t.co/yyaGw7HADY",-3
1852,"masyarakat tidak perlu panik, tetap waspadai omicron BA 4 dan BA 5
Dirgahayu HUT61 Jokowi https://t.co/Vyzh3ifQqg",-3
1853,"masyarakat tidak perlu panik, tetap waspadai omicron BA 4 dan BA 5
Dirgahayu HUT61 Jokowi https://t.co/wHacVhrSMl",-3
1854,"Masyarakat tak perlu panik, tetap waspadai omicron BA. 4 dan BA. 5
Dirgahayu HUT61 Jokowi https://t.co/Zo0Pq8JFmf",-3
1855,"tanamkan disiplin diri sejak dini

#covid #covid19 #corona #omicron #vaksin #latepost https://t.co/cFbFwRp9d5",3
1856,"@KemenkesRI hai min bagi pengaturan mengenai isolasi mandiri untuk varian omicron yang baru? Dan bagaimana gejalanya?

Apakah sudah ada senya?",5
1857,@annaozai I baca kat instagram cnn indonesia omicron dengan subvariant ape tah.,3
1858,@Bart_Cologne @WimLuyckx @kpellegr @MoustaphaLaach1 @mijnheerEdgar @Koentatweets @Stefvonsexron @Steff_Peeters @philippeboey @partmussels @ntone @JPieters1976 @PTRVDA @omicron_omega @joukesp @DvsDtr @Taaarten @RubenDink @DeSkereStudent @ironmankoen @TomA3aenssens @Tom_VA_ @VitalDhaveloose @kobbenetten @JoostVF @contaminick @chrisboyleuven @Steve_Zowietje @lievenvos @MichielVh123 @bickylover @JorisNitelet Mention hehhee,0
1859,"Fenomena omicron bA4 dan Ba5 harus segera di sikapi dengan serius dan tepat. Skenario terburuk covid-19 bisa saja terulang kembali #BeritaCovid 
#IndonesiaSehatIndonesiaHebat
#EndemiCovid https://t.co/Rtf1PeejFo",-8
1860,"Subvarian Baru omicron, lebih menular dari varian sebelumnya dan telah terdeteksi di Indonesia #BeritaCovid 
#IndonesiaSehatIndonesiaHebat
#EndemiCovid https://t.co/u7cR23tZSk",-3
1861,"@the_omicron Halo Kak Dida, Nugroho cek layanan IndiHome Kakak dalam keadaan terisolir nih. Namun tidak perlu khawatir ya Kak karena sudah Nugroho bantu buka isolir layanannya. Terima kasih  -Nugroho",18
1862,"kena flu pas omicron lagi naik lagi, jadi bingung ini omicron apa kecapean huhu plis jgn sampe s3 covid",-7
1863,"pernah, abis vaksin booster malemnya langsung demam tinggi
kirain emang efek vaksin taunya kena omicron 😁
kaga lama si, 4 harian doang karena sebelumnya dah booster https://t.co/ABZtYA4GYj",0
1864,"@Askrlfess pernah waktu sempro, karna terharu aja si sebelum ujian aku diksh ujian sma Allah dlu kena omicron trs tb2 sempronya dimajuin sehari dadakan ditambah hp aku rusak. Dan yg bikin nangis pas jalan ke kampus itu, karna 10 mnt mau otw hp ku tb2 bisa bener dan makin kejer di gojek😢",10
1865,"@reflection_8_ Wah asik yaa. Padahal kmrn2 katanya sinovac ga ampuh menghadapi omicron. Ehhh malah skrg jd booster 🤣
Sama kayak beli hp, udh tau ga bs dapet update software tp masih mau beli dgn harga mahal 🤣🤣 eh",8
1866,"@pujanggapicisan sama bang, sejenis fatigue sama meriang kaya omicron",-2
1867,"@StopPlandemit Gak pke nama skrg... 😂😂😂
alpha, delta, omicron, beta, su bla... bla... blaa
Sekarang b2, ba5, ba4, bh32a
🤣🤣🤣, GBLK!!! https://t.co/4EoNGhB4Ga",-7
1868,"Si dia bilang aku kena tipes, masku bilang gejala covid yang baru, ibuku takut aku omicron. Plis jangan nakut-nakutin deh🔥🔥🔥",-2
1869,"Kasus harian Covid-19 di Indonesia tembus 1.180 kasus baru pada hari ini,20 Juni 2022.DKI Jakarta sumbang 701 kasus infeksi Covid-19 baru, dengan kasus omicron yang mendominasi jumlah kasus di jakarta.badan kesehatan dunia who ingatkan Indonesia akan menghadapi ledakan kasus",2
1870,Paduan suara batuk di omicron ini sangat dominan ya. https://t.co/qHqCWvJXAh,1
1871,"@tvOneNews Waspadai si omicron
Sembunyi di obat omicron",0
1872,"@onyour_maa aku kemarin omicron, jadi gada gejala sama sekali, cuma batuk kering, itu aku isoman seminggu, seminggu lagi udah ijo lagi statusnya 😭😭 terus aku ngajuin klaim obat ke kemenkes, jadi obatnya dikirim ke tempt aku",-11
1873,"@KemenkesRI siang min, bagaimana pengaturan mengenai isoman terkait varian omicron BA.4 dan BA.5",2
1874,"Gejala ku; demam tinggi, badan lemas, mual muntah, sakit perut, dan sakit kepala. Ternyata dia si omicron BA.4 dan BA.5 https://t.co/mUwaelgFrG",-13
1875,"Munculnya subvarian omicron BA.4 dan BA.5 diperkirakan dapat memicu kenaikan kasus yang akan terjadi pada bulan Juli 2022. Penting bagi kita untuk mengetahui gejala Omicron BA. 4 &amp; BA.5 agar lebih waspada. Yuk simak infonya! 😷

#GejalaOmicronBA4 #GejalaOmicronBA5
#BeraniCheckUp https://t.co/Gz3nZ1uf09",9
1876,"@yourrneyyyy @badminton__fess BWF jg ga salah, walau emng unfreeze rank nya lama ampe atlet aja pada protes. Tp kan ad bbrp negara yg lockdown lama ☹️ akhir taun kmrn aja msh rame omicron 🥺 semangat nanti buln Agst👍 jd salfok ap hnya aku yg bersyukur ginting di pool atas 😂 biar sering kena opsek Lord Viggo",15
1877,"Pemda Diminta Waspada Potensi Ledakan Covid-19 akibat Subvarian Baru Omicron

https://t.co/ANDZeoyXDC

#indoposco #covid19 #covid #omicron #variancovid19 #subvarianomicron",3
1878,"@detikcom Kok ada ya 😂, puasa tahun depna akan di adakan bukber alumni omicron angkatan 2022 😂",-7
1879,@ID681107 @ferrywf wah..ini lbh gamas ketimbang virus omicron.,0
1880,@UMonline Adek beradek omicron ke ni,1
1881,Pemerintah daerah tengah menggenjot vaksinasi booster atau penguat demi mencegah penyebaran virus omicron sub varian BA.4 dan BA.5. #Covid-19 https://t.co/j5OEH0CFOO,-2
1882,@CahyaaBulan waspada varian omicron,4
1883,@Frans167 Semua jadi pelanggan omicron om 🥲,4
1884,"udh, omicron sih jdi ga parah, untung seminggu sembuh https://t.co/F9ZzaVz9zY",12
1885,"@NCTDreamINA maap,gue bacanya omicron😭",0
1886,"Pastikan sudah vaksinasi booster, kurangi resiko terpapar virus omicron https://t.co/JAwnR1dRDE",-3
1887,"Subvarian baru Omicron BA.4 dan BA.5 telah terdeteksi di Indonesia. Kasus BA.4 dan BA.5 dimulai pada awal Juni 2022 ini. 
Gejala Covid-19 varian omicron diketahui punya gejala mirip flu biasa .
@jokowi lawan Pandemi 
#TetapProkesJalaniAktifitas
Bersama Tingkatkan Imunitas https://t.co/HG3tZlwwGt",-1
1888,Dinkes Sulsel gencarkan vaksinasi antisipasi varian baru omicron. https://t.co/6Eq9Hiy098,4
1889,Dinkes Sulsel gencarkan vaksinasi antisipasi varian baru omicron. https://t.co/8EA9hf3svB,4
1890,"Patah hati terdalam, perdana banget kena covid, dan gak lolos omicron gen 2! Yuk bisa yuk! https://t.co/nxKwvJnKVW",11
1891,"@a_omicron @Lexxions @AtheistsL Turkey, Azerbaijan, Bosnia",0
1892,"@haneopsi Beneeer, aku semenjak omicron tuh udah ga jogging lg pas weekend. Malah sakit pinggang duluan🤧",0
1893,"terakhir gak enak badan gini pas omicron ngehits, sekitar akhir februari 2022.",-5
1894,"Pembaruan vaksin dilakukan karena varian-varian COVID-19 yang bermunculan belakangan ini menunjukkan kemampuan menghindari antibodi yang dihasilkan vaksin lama.
.
Selengkapnya Baca di https://t.co/QNsIGhEign
#jokowi #omicron #ómicron #covid #vaksin https://t.co/pjHQ3JiQ2m",18
1895,"[UPDATE] Covid-19 di Indonesia per 19 Juni 2022, Kasus Positif Meningkat 1.167 dalam Sehari!

https://t.co/qeEMBukVOs 

#update #kasus #jumlah #pasien #positif #meninggal #dunia #sembuh #pemerintah #virus #corona #omicron #delta #covid19 #indonesia #prmn #pikiranrakyat",13
1896,Ayo kita vaksin booster agar terbebas dari varian baru omicron ba.4 dan ba.5 https://t.co/zii0Ai31Be,1
1897,"Kasus harian Covid-19 di Indonesia makin menanjak.presiden Jokowi langsung memberikan instruksi kepada seluruh masyarakat untuk tetap mematuhi peraturan protokol, dan secepatnya melakukan vaksinasi booster bagi yang belum melakukan vaksinasi booster, omicron menjadi biang kerok",5
1898,"Auto takut temen kantor ada yg + 😢
Trauma ya bund gara2 omicron kmaren batuk2 sebulan wkwkwk",-1
1899,Agak parno karna efek2nya mendekati covid omicron kemarin.,4
1900,Dinkes Sulsel gencarkan vaksinasi antisipasi omicron subvarian BA.4 dan BA.5 https://t.co/CiA7MfEF12,3
1901,"Dulu gue bercanda ama temen varian delta ama omicron nikah trus beranak, eh beneran beranak
Mana namanya ""XD"" lagi 😭😭😂",8
1902,"@haruyanara mjb, aku pas bgini kena omicron",0
1903,Dinkes Sulsel gencarkan vaksinasi antisipasi omicron subvarian BA.4 dan BA.5 https://t.co/kGAFuDJMj9,3
1904,"Dinkes imbau vaksinasi dan prokes untuk cegah omicron varian baru.

Pancasila Satukan Nusantara https://t.co/E2cYQBGTf6",6
1905,"@RickyKardjono @Jkt_Networks @2Diredja @MrsRachelIn @YayuMulya @_memoryusang @Tree_ofjuly @arinatanaels @NPingitz @roro_misro @NayaTerus @Maria_Dzadina @Pra__93 @Mansek_Mangat @DennyDSP77 @RPrima789 @AyamSegar3 @hilman_070 @patoradoz200 @DiscoMix22 @memorysongs2022 Maaf baru bisa bergabung lagi...kemarinan my body wasn't delicious. Ternyata walaupun dah booster bisa kena jg varian omicron terbaru..rasanya?! Mending dihajar ngombe aja deh,sekedar saran 🤭",1
1906,"Cegah omicron dengan vaksinasi
*Pancasila Satukan Nusantara* https://t.co/wGm67whySV",5
1907,"Tetap patuhi prokes untuk melindungi diri dari omicron

Pancasila Satukan Nusantara https://t.co/NqqzPbttUo",11
1908,"#BeritaBali 
Bali Tambah 42 Kasus Positif, Varian Baru Omicron Jadi Pemicu, Waspada
#pandemicovid-19
#omicron
#bali
https://t.co/okPKPvuU6o",8
1909,"Jangan abai protokol kesehatan, bersama cegah virus omicron https://t.co/ftLWTRFv3F",3
1910,"Cegah omicron datang, laksanakan prokes Pancasila Satukan Nusantara https://t.co/JlCTPcPq0p",5
1911,"Dinkes Imbau lengkapi vaksinasi dan jaga prokes untuk cegah omicron varian baru
Pancasila Satukan Nusantara https://t.co/hBnBoCacCq",10
1912,Varian delta membawa risiko long Covid yang lebih tinggi dibandingkan varian omicron. https://t.co/OrTUdMG35L,2
1913,Bener ga sih mantan pasien omicron rambut nya bakal rontok parah ?,-2
1914,"""Pancasila Satukan Nusantara""
Dinkes imbau lengkapi vaksinasi dan jaga prokes untuk cegah omicron varian baru https://t.co/KkxE1Sej8Y",10
1915,"Cegah Lonjakan Kasus Akibat BA.4 dan BA.5 Sistem Surveilans Harus Diperbaiki

Baca selengkapnya disini
https://t.co/uBKFOl0AbW

#MataIndonesia #ba5 #covid19 #omicronsubvarianba4 #omicron",6
1916,"@amkusuya Iya ya bener, kayamya omicron ini kalo di swab mah wkwkwk

Rata rata sakitnya begini si",1
1917,@delleusalsa @bacahorror maslam yanks.. spontan aja ntar.. kan omicron naek lagiiih jes🤣 ga cape ye dieee,-1
1918,Euthanasia Jubilee #covid19 #omicron #ba4 #ba5 https://t.co/pKzLUIVCp7,0
1919,"@roses_man @JordannyAretas Kyke beneran...bbrp hari hujan trus, efeknya disini byk yg sakit panas batuk pilek....hampir sama waktu omicron muncul",2
1920,"Jangan abai dan lalai ya
Ada subvarian baru omicron
Dan sudah terdeteksi masuk Indonesia
#LawanVarianBaru https://t.co/ohdhJaC6aY",-7
1921,@yuliastuti8721 Supaya kita tetep sehat dan terhindar dari omicron,0
1922,ini baru napas dikit、dengar2 mau dteng lgi anaknya omicron abis itu nanti cucunya.trus kta smua udh ubannan Bang🙏 https://t.co/VnVUYHTjwP,-2
1923,"Subvarian omicron BA.4 dan BA.5 kembali menyebabkan kenaikan kasus COVID-19 di sejumlah negara, termasuk Indonesia. Timbul pertanyaan apakah pemberian dosis keempat vaksin COVID-19 dibutuhkan sebagai proteksi?

https://t.co/bA2TMBg39k",-2
1924,Ketua Perhimpunan Ahli Epidemiologi Indonesia Cabang Lampung Ismen Mukhtar memberikan tips untuk mencegah lonjakan kasus Covid-19 akibat subvarian Omicron BA.4 #omicronba4 https://t.co/XDbi23H63N,3
1925,"Kasus harian Covid-19 di Indonesia kembali mengalami peningkatan jumlah kasus.hari ini terkonfirmasi ada 1.264 kasus.DKI Jakarta sumbang 733 kasus baru.wakil gubernur DKI Jakarta, sebut adanya varian omicron BA.4 dan BA.5 di wilayahnya, warga Jakarta wajib memakai masker.",2
1926,Masih trauma udah beli tiket pesawat + hotel + tiket konser GOT7 rajamanggala dulu terus dibataln karena covid jadi rugi. Tiket lain ga bisa di refund ga liat konsernya juga😞 kalo beli ini bakalan gitu lg ga ya.. mana omicron new variant di berita ada lagi 😞 https://t.co/Kn8h0C2xm0,-7
1927,Masyarakat dihimbau agar tidak panik menghadapi omicron BA4 dan BA5 https://t.co/8uYGKWpILu,4
1928,@treasuremenfess Masih trauma udah beli tiket pesawat + hotel + tiket konser GOT7 rajamanggala dulu terus dibataln karena covid jadi rugi 😞 kalo beli ini bakalan gitu lg ga ya.. mana omicron new variant di berita ada lagi 😞🤲🏻,-4
1929,"[UPDATE] Covid-19 di Indonesia per 18 Juni 2022, Kasus Positif Meningkat 1.264 dalam Sehari!

https://t.co/F9UMg0HMW0 

#update #kasus #jumlah #pasien #positif #meninggal #dunia #sembuh #pemerintah #virus #corona #omicron #delta #covid19 #indonesia #prmn #pikiranrakyat",13
1930,"omicron tuh variant, ada varian nya lagi dari omicron kayak sub bab 1.4.1 https://t.co/4YtdeHWniM",-6
1931,"Sore para soulmate..maaf masih terkapar kena varian omicron terbaru. Semoga sehat semua,jaga prokes dan tetap semangat. Have a happy weekend 🙏 https://t.co/EiNnJjkpzc",19
1932,"@26Rosyana @Amiw0303 Si paling tau itu film rencana tayang awal tahun, karena omicron lagi naik jadi ketunda bulan Juni",7
1933,"Mi TV — beli ini pas sekeluarga kena omicron 🥲 ga bisa ke luar rumah, tv rumah udh kurang mumpuni, akhirnya beli ini via online dr toko yg satu kota. 
Dgn harga segini, dia worth it dan so far gaada masalah apa2 👍🏻

Kalo tech aku lbh suka beli di ijo✨
🛍️ https://t.co/dBI9ai3U8U https://t.co/r2wb70aQUB",6
1934,@ubsansfess ntahlah baru aja ada notif berita varian omicron baru wkwkwk omicron BA4 dan BA5 biasalah mendekati lebaran,5
1935,"@NelldeeShop @NdaRrue @SiPeNutur Aamiin..ada skenario baru, turunan omicron muncul lagi..mo diapain lagi ini rakyat?, Kl cm mau masukin tentara china kesini ga ush lah alasan pandemi lagi🙄",-7
1936,"Kelakuan kaum oligarky sama rezim ni ga ada bosennya, nakutin rakyat, masyarakat sudah nyaman dengan Corona Eeee malah dikemas lagi dengan omicron , dibalik semua biar pak tua sama Mak lampir dan kaum Aseng Aseng bebas melakukan transaksi aset negara korupsi",-3
1937,"2️⃣. Hal tersebut diharapkan dapat mengantisipasi lonjakan kasus, menyusul adanya temuan subvarian omicron BA.4 dan BA.5 yg diprediksi menjadi salah satu pemicu naiknya kasus covid-19 belakangan ini.
#DPRKerja
#KinerjaDPR
#DPRuntukNegeri
Terus mendengar aspirasi rakyat https://t.co/8EajTzc8Um",10
1938,"Budi Gunadi Sadikin menyampaikan bahwa kasus omicron BA.4 dan BA.5 diperkiraan akan mengalami peningkatan pada minggu kedua atau minggu ketiga di bulan Juli. Meskipun angka penyebaran virus saat ini masih berada di bawah indikator WHO, pemerintah tetap menghimbau masyarakat
[2/4] https://t.co/TJGij27aTy",4
1939,"[POLITIK SIGAP: VARIAN BARU OMICRON RESMI MASUK INDONESIA]

Halo, Kolega Politik!

Varian Omicron BA.4 dan BA.5 telah terdeteksi di negara Indonesia. Varian omicron BA.4 dan BA.5 ditemukan pada 8 orang di Indonesia per tanggal 15 Juni 2022. Menteri Kesehatan Indonesia,
[1/4] https://t.co/mH7qYfW8DK",5
1940,"bahwa masyarakat diharapkan mewaspadai adanya immune escape, yaitu kondisi dimana imunitas seseorang memiliki kemungkinan lolos dari perlindungan kekebalan akibat dari paparan atau infeksi varian omicron  BA 4 Dan BA 5.

#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid https://t.co/iQTKwUd1eQ",12
1941,@AzuriRohit Pandemi Covid-19 belum usai setelah subvarian omicron BA.4 dan BA.5 dinyatakan masuk ke Indonesia.  IKN Cermin Kemajuan,-1
1942,"#LAPORANREPORTER

Hadapi varian omicron BA.4 dan BA.5, Pemerintah Kota Bandung siagakan 600 tempat tidur Rumah Sakit. Reporter RRI (AB)

Dengarkan di 88.8 Fm Pro3 RRI, RRI NET &amp; RRI PlayGo -AMD",7
1943,@izurei_ +badai omicron Dateng,-2
1944,"Halo Sobat Sehat

Seiring dengan ditemukannya kasus subvarian baru, yakni omicron BA.5 dan BA.4. Di Indonesia yang diduga kuat menjadi penyebab COVID-19 kembali naik. Lalu, apa sih subvarian omicron BA.4 dan BA.5 tersebut? Mari simak faktanya 

#COVID19 https://t.co/56qzCNwIvs",17
1945,@Julianieeeee HAHAHHAHA omicron ata ☹️,0
1946,"@infobdg Hayoh we aya nu anyar ieu si omicron, asa teu beres"" 🤦‍♂️",10
1947,"Yuk segera vaksinasi booster, kurangi resiko terpapar virus omicron https://t.co/sW19DWZDl7",-2
1948,"Jumlah kasus Covid-19 Subvarian Omicron, BA.4 dan BA.5 di Indonesia bertambah. Ada beberapa gejala omicron BA.4 dan BA.5 yang banyak dialami pasien Indonesia. #CNNIndonesia #detiknetwork  https://t.co/gC4M2F44yX",-8
1949,"#BHdunia Sub varian Omicron baharu berupaya mengelak antibodi yang dihasilkan vaksin, dos penggalak

https://t.co/Qiei3GbyK6

#omicron",4
1950,"Pagi pak @Partono_ADjem ,sy flu batuk berdahak sdh 2 minggu, apkh ada kmungkinan virus flu terpapar oleh omicron kalau iya apa gk sbaiknya virus flu divaksin dulu yaa.. 🤔",-15
1951,Lansia sangat berisiko akan infeksi omicron varian baru https://t.co/OINTjZ6arz,-3
1952,"Waspada subvarian omicron BA.4 dan BA.5 #BeritaCovid 
#IndonesiaSehatIndonesiaHebat
#EndemiCovid https://t.co/mLIA7AH4al",3
1953,@bebekbabakar nmanya omicron kn,0
1954,@tsetiady mas kira2 kenaikan kasus lagi ini akan meledak seperti awal omicron ga ya?,1
1955,Saat ini rumah sakit rujukan Covid-19 di Bandung menyiapkan 600 tempat tidur untuk menghadapi Covid-19 carian omicron BA.4 dan BA.5. https://t.co/GaEYSSl6bd,-1
1956,"Antisipasi lonjakan kasus omicron, Singapura di kabarkan kembali mewajibkan warganya untuk memakai masker selama berada di luar ruangan termasuk di dalam transportasi umum seperti bis atau MRT.Singapura juga makin memperketat masuknya warga negara asing ke wilayahnya.",-3
1957,"Perdana menteri Singapura wajibkan warganya untuk kembali memakai masker selama di luar ruangan, kasus baru Covid-19 varian omicron di Singapura kembali mengalami peningkatan jumlah, kementerian kesehatan Singapura memperkirakan lonjakan kasus omicron terjadi Juli atau Agustus",6
1958,"Kasus harian Covid-19 di Singapura kembali mengalami peningkatan jumlah kasus.Singapura kembali wajibkan warganya untuk memakai masker setelah negara tersebut, kembali mengalami peningkatan jumlah kasus omicron varian baru BA.4 dan BA.5, Singapura kembali perketat masuknya WNA.",1
1959,"Kasus harian Covid-19 di Indonesia meledak lagi.Menteri kesehatan RI akan terus memantau perkembangan terbaru terkait virus omicron varian baru BA.4 dan BA.5 yang sudah masuk ke Indonesia,ada 20 orang yang terkonfirmasi positif Covid-19 varian omicron BA.4 dan BA.5 di Indonesia",11
1960,"Varian omicron memiliki kemungkinan lebih sedikit untuk menyebabkan long Covid dibandingkan vairan-varian sebelumnya. Hal tersebut ditemukan berdasarkan hasil studi di Inggris.
#Omicron 
#COVID19 
#Inggris 

https://t.co/bR92FLLIoI",16
1961,@yaniarsim Skrg TNI pun ikutan ngurusin omicron,6
1962,@xxakuaaprilll Ga pengen omicron varian baru po?,-2
1963,"#Covid #Lazio +4.826 contagiati

#Roma #omicron https://t.co/RLfwtSuc2M",0
1964,"Jan: jakarta ngeng with the geng ✨
Feb: kena omicron ✋
Mar: dibantai laprak seminggu bisa 4 🤮
April: puasa rame lah suka🥺
Mei: jadi orang jogja banget🧚‍♀️
Jun: ulang taun sama uas 🥴 https://t.co/ZJRouBHJ8p",-3
1965,@tanyakanrl Tips dr gue : kena omicron. Ampuh deh gue kmrn kena langsung turun lumayan,0
1966,@april_hamsa Ada Varian baru omicron pula 😐 sampe kapaaaan,1
1967,@NovalAssegaf Penyakit Kaget itu cepat sekali penyebarannya di istana ya Bieb ... Kalah omicron ama delta !?🤭,-2
1968,"Kasus harian Covid-19 di Indonesia, terutama di Jabodetabek, kembali mengalami peningkatan.ada peningkatan jumlah pasien positif Covid-19 varian omicron yang di rawat intensif di RSDC Wisma atlet Kemayoran Jakarta pusat, dalam beberapa hari terakhir ini, kebanyakan dari Jakarta",26
1969,@sosmedkeras dah 2022 omicron masih aja nympen di hape ? drive dkk tertawa melihat ini,8
1970,"Seperti biasa menjelang idul fitri idul adha omicron, mega tron, polytron jeng toronton mulai berdatangan",-1
1971,korban virus omicron naik lagi?,-4
